date,channel,geo,spend
2025-04-16,Email,UK,45.22
2025-04-17,Meta,UA,280.98
2025-04-17,Meta,PL,269.5
2025-04-17,Meta,DE,285.01
2025-04-17,Meta,US,371.97
2025-04-17,Meta,UK,339.37
2025-04-17,Google,UA,154.49
2025-04-17,Google,PL,145.53
2025-04-17,Google,DE,268.86
2025-04-17,Google,US,341.23
2025-04-17,Google,UK,295.88
2025-04-17,TikTok,UA,212.1
2025-04-17,TikTok,PL,252.89
2025-04-17,TikTok,DE,347.66
2025-04-17,TikTok,US,467.21
2025-04-17,TikTok,UK,341.53
2025-04-17,Email,UA,22.73
2025-04-17,Email,PL,33.0
2025-04-17,Email,DE,52.33
2025-04-17,Email,US,43.2
2025-04-17,Email,UK,35.94
2025-04-18,Meta,UA,187.48
2025-04-18,Meta,PL,236.15
2025-04-18,Meta,DE,295.06
2025-04-18,Meta,US,407.51
2025-04-18,Meta,UK,324.69
2025-04-18,Google,UA,183.06
2025-04-18,Google,PL,134.94
2025-04-18,Google,DE,189.52
2025-04-18,Google,US,294.48
2025-04-18,Google,UK,193.43
2025-04-18,TikTok,UA,189.89
2025-04-18,TikTok,PL,339.85
2025-04-18,TikTok,DE,309.16
2025-04-18,TikTok,US,437.81
2025-04-18,TikTok,UK,290.13
2025-04-18,Email,UA,22.55
2025-04-18,Email,PL,30.28
2025-04-18,Email,DE,37.4
2025-04-18,Email,US,68.01
2025-04-18,Email,UK,51.74
2025-04-19,Meta,UA,149.0
2025-04-19,Meta,PL,244.62
2025-04-19,Meta,DE,312.83
2025-04-19,Meta,US,478.84
2025-04-19,Meta,UK,449.23
2025-04-19,Google,UA,116.62
2025-04-19,Google,PL,155.56
2025-04-19,Google,DE,175.43
2025-04-19,Google,US,287.63
2025-04-19,Google,UK,282.77
2025-04-19,TikTok,UA,234.12
2025-04-19,TikTok,PL,248.58
2025-04-19,TikTok,DE,290.77
2025-04-19,TikTok,US,431.63
2025-04-19,TikTok,UK,313.2
2025-04-19,Email,UA,36.71
2025-04-19,Email,PL,24.26
2025-04-19,Email,DE,40.94
2025-04-19,Email,US,77.73
2025-04-19,Email,UK,46.86
2025-04-20,Meta,UA,175.88
2025-04-20,Meta,PL,219.42
2025-04-20,Meta,DE,276.86
2025-04-20,Meta,US,499.33
2025-04-20,Meta,UK,226.99
2025-04-20,Google,UA,184.5
2025-04-20,Google,PL,139.3
2025-04-20,Google,DE,209.69
2025-04-20,Google,US,277.69
2025-04-20,Google,UK,289.06
2025-04-20,TikTok,UA,147.0
2025-04-20,TikTok,PL,273.86
2025-04-20,TikTok,DE,443.4
2025-04-20,TikTok,US,328.61
2025-04-20,TikTok,UK,376.64
2025-04-20,Email,UA,22.37
2025-04-20,Email,PL,34.98
2025-04-20,Email,DE,39.74
2025-04-20,Email,US,48.11
2025-04-20,Email,UK,51.1
2025-04-21,Meta,UA,251.84
2025-04-21,Meta,PL,226.1
2025-04-21,Meta,DE,325.56
2025-04-21,Meta,US,309.01
2025-04-21,Meta,UK,284.54
2025-04-21,Google,UA,152.43
2025-04-21,Google,PL,235.12
2025-04-21,Google,DE,234.54
2025-04-21,Google,US,283.56
2025-04-21,Google,UK,259.97
2025-04-21,TikTok,UA,156.5
2025-04-21,TikTok,PL,280.97
2025-04-21,TikTok,DE,361.02
2025-04-21,TikTok,US,387.18
2025-04-21,TikTok,UK,334.47
2025-04-21,Email,UA,26.44
2025-04-21,Email,PL,29.95
2025-04-21,Email,DE,39.13
2025-04-21,Email,US,78.8
2025-04-21,Email,UK,44.76
2025-04-22,Meta,UA,170.63
2025-04-22,Meta,PL,208.26
2025-04-22,Meta,DE,327.0
2025-04-22,Meta,US,377.48
2025-04-22,Meta,UK,300.71
2025-04-22,Google,UA,177.59
2025-04-22,Google,PL,232.41
2025-04-22,Google,DE,197.46
2025-04-22,Google,US,214.39
2025-04-22,Google,UK,311.7
2025-04-22,TikTok,UA,173.28
2025-04-22,TikTok,PL,290.54
2025-04-22,TikTok,DE,216.04
2025-04-22,TikTok,US,493.2
2025-04-22,TikTok,UK,292.7
2025-04-22,Email,UA,28.74
2025-04-22,Email,PL,32.48
2025-04-22,Email,DE,33.35
2025-04-22,Email,US,50.19
2025-04-22,Email,UK,52.95
2025-04-23,Meta,UA,185.5
2025-04-23,Meta,PL,259.96
2025-04-23,Meta,DE,408.2
2025-04-23,Meta,US,294.3
2025-04-23,Meta,UK,452.21
2025-04-23,Google,UA,142.65
2025-04-23,Google,PL,153.11
2025-04-23,Google,DE,173.15
2025-04-23,Google,US,289.96
2025-04-23,Google,UK,306.92
2025-04-23,TikTok,UA,191.55
2025-04-23,TikTok,PL,330.77
2025-04-23,TikTok,DE,237.2
2025-04-23,TikTok,US,419.09
2025-04-23,TikTok,UK,290.53
2025-04-23,Email,UA,26.9
2025-04-23,Email,PL,38.01
2025-04-23,Email,DE,36.71
2025-04-23,Email,US,33.79
2025-04-23,Email,UK,48.51
2025-04-24,Meta,UA,196.88
2025-04-24,Meta,PL,251.66
2025-04-24,Meta,DE,357.25
2025-04-24,Meta,US,321.62
2025-04-24,Meta,UK,382.02
2025-04-24,Google,UA,173.52
2025-04-24,Google,PL,130.69
2025-04-24,Google,DE,233.03
2025-04-24,Google,US,273.97
2025-04-24,Google,UK,256.21
2025-04-24,TikTok,UA,208.66
2025-04-24,TikTok,PL,230.84
2025-04-24,TikTok,DE,272.73
2025-04-24,TikTok,US,422.59
2025-04-24,TikTok,UK,299.3
2025-04-24,Email,UA,20.73
2025-04-24,Email,PL,36.61
2025-04-24,Email,DE,32.2
2025-04-24,Email,US,60.88
2025-04-24,Email,UK,50.86
2025-04-25,Meta,UA,133.4
2025-04-25,Meta,PL,207.13
2025-04-25,Meta,DE,354.58
2025-04-25,Meta,US,326.86
2025-04-25,Meta,UK,310.89
2025-04-25,Google,UA,152.14
2025-04-25,Google,PL,207.26
2025-04-25,Google,DE,210.26
2025-04-25,Google,US,269.41
2025-04-25,Google,UK,335.86
2025-04-25,TikTok,UA,268.03
2025-04-25,TikTok,PL,300.55
2025-04-25,TikTok,DE,312.77
2025-04-25,TikTok,US,363.13
2025-04-25,TikTok,UK,313.46
2025-04-25,Email,UA,27.69
2025-04-25,Email,PL,34.93
2025-04-25,Email,DE,50.96
2025-04-25,Email,US,60.71
2025-04-25,Email,UK,35.71
2025-04-26,Meta,UA,219.94
2025-04-26,Meta,PL,195.52
2025-04-26,Meta,DE,266.9
2025-04-26,Meta,US,407.97
2025-04-26,Meta,UK,484.09
2025-04-26,Google,UA,245.04
2025-04-26,Google,PL,200.77
2025-04-26,Google,DE,212.86
2025-04-26,Google,US,330.3
2025-04-26,Google,UK,305.05
2025-04-26,TikTok,UA,185.01
2025-04-26,TikTok,PL,348.13
2025-04-26,TikTok,DE,321.02
2025-04-26,TikTok,US,459.37
2025-04-26,TikTok,UK,410.35
2025-04-26,Email,UA,27.19
2025-04-26,Email,PL,37.68
2025-04-26,Email,DE,35.44
2025-04-26,Email,US,48.84
2025-04-26,Email,UK,38.39
2025-04-27,Meta,UA,196.98
2025-04-27,Meta,PL,269.22
2025-04-27,Meta,DE,310.56
2025-04-27,Meta,US,527.19
2025-04-27,Meta,UK,337.66
2025-04-27,Google,UA,157.91
2025-04-27,Google,PL,147.89
2025-04-27,Google,DE,205.19
2025-04-27,Google,US,340.01
2025-04-27,Google,UK,302.94
2025-04-27,TikTok,UA,185.9
2025-04-27,TikTok,PL,248.77
2025-04-27,TikTok,DE,234.37
2025-04-27,TikTok,US,393.86
2025-04-27,TikTok,UK,427.27
2025-04-27,Email,UA,27.95
2025-04-27,Email,PL,35.46
2025-04-27,Email,DE,39.96
2025-04-27,Email,US,54.07
2025-04-27,Email,UK,41.56
2025-04-28,Meta,UA,206.4
2025-04-28,Meta,PL,252.42
2025-04-28,Meta,DE,312.48
2025-04-28,Meta,US,354.77
2025-04-28,Meta,UK,229.39
2025-04-28,Google,UA,170.57
2025-04-28,Google,PL,165.14
2025-04-28,Google,DE,188.35
2025-04-28,Google,US,339.89
2025-04-28,Google,UK,242.29
2025-04-28,TikTok,UA,237.2
2025-04-28,TikTok,PL,281.6
2025-04-28,TikTok,DE,348.33
2025-04-28,TikTok,US,328.45
2025-04-28,TikTok,UK,452.73
2025-04-28,Email,UA,26.41
2025-04-28,Email,PL,30.32
2025-04-28,Email,DE,40.64
2025-04-28,Email,US,39.22
2025-04-28,Email,UK,50.37
2025-04-29,Meta,UA,151.22
2025-04-29,Meta,PL,183.43
2025-04-29,Meta,DE,217.45
2025-04-29,Meta,US,476.48
2025-04-29,Meta,UK,301.8
2025-04-29,Google,UA,184.51
2025-04-29,Google,PL,163.45
2025-04-29,Google,DE,161.79
2025-04-29,Google,US,245.38
2025-04-29,Google,UK,324.77
2025-04-29,TikTok,UA,190.58
2025-04-29,TikTok,PL,228.32
2025-04-29,TikTok,DE,317.0
2025-04-29,TikTok,US,459.7
2025-04-29,TikTok,UK,445.09
2025-04-29,Email,UA,32.71
2025-04-29,Email,PL,30.37
2025-04-29,Email,DE,31.19
2025-04-29,Email,US,50.13
2025-04-29,Email,UK,49.04
2025-04-30,Meta,UA,153.01
2025-04-30,Meta,PL,196.97
2025-04-30,Meta,DE,304.26
2025-04-30,Meta,US,386.6
2025-04-30,Meta,UK,340.0
2025-04-30,Google,UA,122.13
2025-04-30,Google,PL,172.69
2025-04-30,Google,DE,186.28
2025-04-30,Google,US,352.14
2025-04-30,Google,UK,313.26
2025-04-30,TikTok,UA,140.58
2025-04-30,TikTok,PL,213.18
2025-04-30,TikTok,DE,235.27
2025-04-30,TikTok,US,373.62
2025-04-30,TikTok,UK,358.57
2025-04-30,Email,UA,19.41
2025-04-30,Email,PL,27.45
2025-04-30,Email,DE,33.05
2025-04-30,Email,US,56.05
2025-04-30,Email,UK,47.39
2025-05-01,Meta,UA,159.83
2025-05-01,Meta,PL,241.57
2025-05-01,Meta,DE,259.2
2025-05-01,Meta,US,371.39
2025-05-01,Meta,UK,456.81
2025-05-01,Google,UA,178.2
2025-05-01,Google,PL,142.46
2025-05-01,Google,DE,255.44
2025-05-01,Google,US,347.18
2025-05-01,Google,UK,211.45
2025-05-01,TikTok,UA,227.12
2025-05-01,TikTok,PL,332.37
2025-05-01,TikTok,DE,251.65
2025-05-01,TikTok,US,356.06
2025-05-01,TikTok,UK,437.17
2025-05-01,Email,UA,26.46
2025-05-01,Email,PL,35.78
2025-05-01,Email,DE,42.1
2025-05-01,Email,US,57.93
2025-05-01,Email,UK,36.86
2025-05-02,Meta,UA,219.76
2025-05-02,Meta,PL,288.83
2025-05-02,Meta,DE,274.43
2025-05-02,Meta,US,386.96
2025-05-02,Meta,UK,256.58
2025-05-02,Google,UA,153.58
2025-05-02,Google,PL,199.52
2025-05-02,Google,DE,217.55
2025-05-02,Google,US,367.3
2025-05-02,Google,UK,244.83
2025-05-02,TikTok,UA,216.97
2025-05-02,TikTok,PL,209.74
2025-05-02,TikTok,DE,306.7
2025-05-02,TikTok,US,407.02
2025-05-02,TikTok,UK,379.07
2025-05-02,Email,UA,23.58
2025-05-02,Email,PL,31.64
2025-05-02,Email,DE,45.95
2025-05-02,Email,US,49.92
2025-05-02,Email,UK,35.05
2025-05-03,Meta,UA,249.37
2025-05-03,Meta,PL,300.06
2025-05-03,Meta,DE,226.64
2025-05-03,Meta,US,441.55
2025-05-03,Meta,UK,308.74
2025-05-03,Google,UA,146.8
2025-05-03,Google,PL,189.79
2025-05-03,Google,DE,210.91
2025-05-03,Google,US,260.53
2025-05-03,Google,UK,229.61
2025-05-03,TikTok,UA,166.2
2025-05-03,TikTok,PL,216.96
2025-05-03,TikTok,DE,304.3
2025-05-03,TikTok,US,369.23
2025-05-03,TikTok,UK,411.55
2025-05-03,Email,UA,32.94
2025-05-03,Email,PL,29.19
2025-05-03,Email,DE,41.34
2025-05-03,Email,US,59.08
2025-05-03,Email,UK,50.95
2025-05-04,Meta,UA,184.51
2025-05-04,Meta,PL,267.47
2025-05-04,Meta,DE,311.94
2025-05-04,Meta,US,312.11
2025-05-04,Meta,UK,395.24
2025-05-04,Google,UA,164.24
2025-05-04,Google,PL,156.89
2025-05-04,Google,DE,221.51
2025-05-04,Google,US,339.27
2025-05-04,Google,UK,250.39
2025-05-04,TikTok,UA,237.76
2025-05-04,TikTok,PL,385.65
2025-05-04,TikTok,DE,267.37
2025-05-04,TikTok,US,327.56
2025-05-04,TikTok,UK,384.46
2025-05-04,Email,UA,28.7
2025-05-04,Email,PL,31.08
2025-05-04,Email,DE,51.44
2025-05-04,Email,US,42.44
2025-05-04,Email,UK,53.02
2025-05-05,Meta,UA,163.2
2025-05-05,Meta,PL,318.88
2025-05-05,Meta,DE,409.38
2025-05-05,Meta,US,339.73
2025-05-05,Meta,UK,306.17
2025-05-05,Google,UA,163.43
2025-05-05,Google,PL,167.88
2025-05-05,Google,DE,218.21
2025-05-05,Google,US,301.37
2025-05-05,Google,UK,184.04
2025-05-05,TikTok,UA,195.51
2025-05-05,TikTok,PL,222.58
2025-05-05,TikTok,DE,281.84
2025-05-05,TikTok,US,544.63
2025-05-05,TikTok,UK,290.32
2025-05-05,Email,UA,29.17
2025-05-05,Email,PL,30.81
2025-05-05,Email,DE,37.66
2025-05-05,Email,US,62.26
2025-05-05,Email,UK,49.75
2025-05-06,Meta,UA,201.69
2025-05-06,Meta,PL,278.55
2025-05-06,Meta,DE,269.44
2025-05-06,Meta,US,349.3
2025-05-06,Meta,UK,278.03
2025-05-06,Google,UA,120.67
2025-05-06,Google,PL,306.06
2025-05-06,Google,DE,275.25
2025-05-06,Google,US,235.24
2025-05-06,Google,UK,204.92
2025-05-06,TikTok,UA,213.76
2025-05-06,TikTok,PL,278.09
2025-05-06,TikTok,DE,339.98
2025-05-06,TikTok,US,401.16
2025-05-06,TikTok,UK,355.87
2025-05-06,Email,UA,26.73
2025-05-06,Email,PL,32.9
2025-05-06,Email,DE,26.56
2025-05-06,Email,US,51.81
2025-05-06,Email,UK,40.15
2025-05-07,Meta,UA,187.83
2025-05-07,Meta,PL,400.48
2025-05-07,Meta,DE,305.56
2025-05-07,Meta,US,368.6
2025-05-07,Meta,UK,399.0
2025-05-07,Google,UA,152.71
2025-05-07,Google,PL,194.14
2025-05-07,Google,DE,245.39
2025-05-07,Google,US,434.4
2025-05-07,Google,UK,212.11
2025-05-07,TikTok,UA,213.44
2025-05-07,TikTok,PL,213.3
2025-05-07,TikTok,DE,340.39
2025-05-07,TikTok,US,355.99
2025-05-07,TikTok,UK,337.66
2025-05-07,Email,UA,23.9
2025-05-07,Email,PL,38.62
2025-05-07,Email,DE,46.72
2025-05-07,Email,US,43.15
2025-05-07,Email,UK,47.27
2025-05-08,Meta,UA,160.18
2025-05-08,Meta,PL,186.57
2025-05-08,Meta,DE,275.04
2025-05-08,Meta,US,368.93
2025-05-08,Meta,UK,523.14
2025-05-08,Google,UA,151.35
2025-05-08,Google,PL,140.47
2025-05-08,Google,DE,198.73
2025-05-08,Google,US,360.55
2025-05-08,Google,UK,378.65
2025-05-08,TikTok,UA,147.32
2025-05-08,TikTok,PL,179.66
2025-05-08,TikTok,DE,431.33
2025-05-08,TikTok,US,450.51
2025-05-08,TikTok,UK,311.33
2025-05-08,Email,UA,27.75
2025-05-08,Email,PL,20.16
2025-05-08,Email,DE,39.62
2025-05-08,Email,US,57.28
2025-05-08,Email,UK,55.27
2025-05-09,Meta,UA,151.64
2025-05-09,Meta,PL,237.64
2025-05-09,Meta,DE,242.12
2025-05-09,Meta,US,408.35
2025-05-09,Meta,UK,287.69
2025-05-09,Google,UA,130.08
2025-05-09,Google,PL,150.46
2025-05-09,Google,DE,247.36
2025-05-09,Google,US,350.13
2025-05-09,Google,UK,249.25
2025-05-09,TikTok,UA,197.35
2025-05-09,TikTok,PL,194.16
2025-05-09,TikTok,DE,291.83
2025-05-09,TikTok,US,416.22
2025-05-09,TikTok,UK,583.41
2025-05-09,Email,UA,20.63
2025-05-09,Email,PL,42.17
2025-05-09,Email,DE,47.38
2025-05-09,Email,US,56.8
2025-05-09,Email,UK,64.23
2025-05-10,Meta,UA,194.61
2025-05-10,Meta,PL,250.98
2025-05-10,Meta,DE,283.28
2025-05-10,Meta,US,486.09
2025-05-10,Meta,UK,411.75
2025-05-10,Google,UA,125.09
2025-05-10,Google,PL,141.95
2025-05-10,Google,DE,212.11
2025-05-10,Google,US,259.76
2025-05-10,Google,UK,257.04
2025-05-10,TikTok,UA,244.9
2025-05-10,TikTok,PL,232.09
2025-05-10,TikTok,DE,305.63
2025-05-10,TikTok,US,424.41
2025-05-10,TikTok,UK,424.06
2025-05-10,Email,UA,16.82
2025-05-10,Email,PL,29.05
2025-05-10,Email,DE,41.14
2025-05-10,Email,US,67.02
2025-05-10,Email,UK,42.83
2025-05-11,Meta,UA,129.83
2025-05-11,Meta,PL,261.61
2025-05-11,Meta,DE,255.09
2025-05-11,Meta,US,314.82
2025-05-11,Meta,UK,302.07
2025-05-11,Google,UA,135.43
2025-05-11,Google,PL,161.44
2025-05-11,Google,DE,147.91
2025-05-11,Google,US,352.57
2025-05-11,Google,UK,327.07
2025-05-11,TikTok,UA,220.39
2025-05-11,TikTok,PL,205.34
2025-05-11,TikTok,DE,297.03
2025-05-11,TikTok,US,419.51
2025-05-11,TikTok,UK,405.43
2025-05-11,Email,UA,28.42
2025-05-11,Email,PL,28.39
2025-05-11,Email,DE,40.19
2025-05-11,Email,US,58.63
2025-05-11,Email,UK,60.82
2025-05-12,Meta,UA,206.61
2025-05-12,Meta,PL,269.71
2025-05-12,Meta,DE,290.35
2025-05-12,Meta,US,502.72
2025-05-12,Meta,UK,363.87
2025-05-12,Google,UA,119.9
2025-05-12,Google,PL,231.73
2025-05-12,Google,DE,249.45
2025-05-12,Google,US,277.0
2025-05-12,Google,UK,238.5
2025-05-12,TikTok,UA,206.75
2025-05-12,TikTok,PL,273.91
2025-05-12,TikTok,DE,319.13
2025-05-12,TikTok,US,444.21
2025-05-12,TikTok,UK,494.3
2025-05-12,Email,UA,30.56
2025-05-12,Email,PL,33.53
2025-05-12,Email,DE,46.91
2025-05-12,Email,US,44.84
2025-05-12,Email,UK,50.28
2025-05-13,Meta,UA,252.06
2025-05-13,Meta,PL,224.99
2025-05-13,Meta,DE,245.53
2025-05-13,Meta,US,346.81
2025-05-13,Meta,UK,277.8
2025-05-13,Google,UA,121.56
2025-05-13,Google,PL,168.39
2025-05-13,Google,DE,170.82
2025-05-13,Google,US,300.84
2025-05-13,Google,UK,305.85
2025-05-13,TikTok,UA,166.45
2025-05-13,TikTok,PL,331.26
2025-05-13,TikTok,DE,337.66
2025-05-13,TikTok,US,505.61
2025-05-13,TikTok,UK,323.35
2025-05-13,Email,UA,29.39
2025-05-13,Email,PL,26.62
2025-05-13,Email,DE,46.48
2025-05-13,Email,US,55.7
2025-05-13,Email,UK,51.7
2025-05-14,Meta,UA,147.29
2025-05-14,Meta,PL,199.18
2025-05-14,Meta,DE,318.46
2025-05-14,Meta,US,328.8
2025-05-14,Meta,UK,367.39
2025-05-14,Google,UA,109.46
2025-05-14,Google,PL,209.69
2025-05-14,Google,DE,176.23
2025-05-14,Google,US,331.36
2025-05-14,Google,UK,290.99
2025-05-14,TikTok,UA,172.9
2025-05-14,TikTok,PL,279.83
2025-05-14,TikTok,DE,322.78
2025-05-14,TikTok,US,381.18
2025-05-14,TikTok,UK,303.57
2025-05-14,Email,UA,17.7
2025-05-14,Email,PL,34.5
2025-05-14,Email,DE,29.88
2025-05-14,Email,US,54.93
2025-05-14,Email,UK,44.63
2025-05-15,Meta,UA,205.67
2025-05-15,Meta,PL,221.62
2025-05-15,Meta,DE,269.53
2025-05-15,Meta,US,444.92
2025-05-15,Meta,UK,359.01
2025-05-15,Google,UA,148.2
2025-05-15,Google,PL,195.86
2025-05-15,Google,DE,166.87
2025-05-15,Google,US,343.78
2025-05-15,Google,UK,290.3
2025-05-15,TikTok,UA,163.22
2025-05-15,TikTok,PL,241.17
2025-05-15,TikTok,DE,305.83
2025-05-15,TikTok,US,409.95
2025-05-15,TikTok,UK,386.55
2025-05-15,Email,UA,32.61
2025-05-15,Email,PL,39.36
2025-05-15,Email,DE,31.27
2025-05-15,Email,US,60.4
2025-05-15,Email,UK,59.45
2025-05-16,Meta,UA,195.12
2025-05-16,Meta,PL,284.77
2025-05-16,Meta,DE,410.84
2025-05-16,Meta,US,468.91
2025-05-16,Meta,UK,353.51
2025-05-16,Google,UA,168.98
2025-05-16,Google,PL,184.76
2025-05-16,Google,DE,220.95
2025-05-16,Google,US,281.61
2025-05-16,Google,UK,344.5
2025-05-16,TikTok,UA,169.15
2025-05-16,TikTok,PL,332.04
2025-05-16,TikTok,DE,337.0
2025-05-16,TikTok,US,326.48
2025-05-16,TikTok,UK,388.9
2025-05-16,Email,UA,17.27
2025-05-16,Email,PL,36.26
2025-05-16,Email,DE,46.44
2025-05-16,Email,US,48.54
2025-05-16,Email,UK,47.85
2025-05-17,Meta,UA,258.72
2025-05-17,Meta,PL,213.64
2025-05-17,Meta,DE,236.37
2025-05-17,Meta,US,509.2
2025-05-17,Meta,UK,481.21
2025-05-17,Google,UA,140.09
2025-05-17,Google,PL,215.94
2025-05-17,Google,DE,280.09
2025-05-17,Google,US,262.47
2025-05-17,Google,UK,238.25
2025-05-17,TikTok,UA,244.61
2025-05-17,TikTok,PL,341.29
2025-05-17,TikTok,DE,340.84
2025-05-17,TikTok,US,358.49
2025-05-17,TikTok,UK,520.52
2025-05-17,Email,UA,22.9
2025-05-17,Email,PL,30.5
2025-05-17,Email,DE,42.12
2025-05-17,Email,US,71.43
2025-05-17,Email,UK,54.58
2025-05-18,Meta,UA,196.11
2025-05-18,Meta,PL,254.35
2025-05-18,Meta,DE,288.25
2025-05-18,Meta,US,431.22
2025-05-18,Meta,UK,214.37
2025-05-18,Google,UA,132.72
2025-05-18,Google,PL,187.99
2025-05-18,Google,DE,178.83
2025-05-18,Google,US,321.6
2025-05-18,Google,UK,250.6
2025-05-18,TikTok,UA,268.84
2025-05-18,TikTok,PL,334.48
2025-05-18,TikTok,DE,283.23
2025-05-18,TikTok,US,408.75
2025-05-18,TikTok,UK,359.19
2025-05-18,Email,UA,23.23
2025-05-18,Email,PL,33.56
2025-05-18,Email,DE,34.55
2025-05-18,Email,US,44.06
2025-05-18,Email,UK,52.35
2025-05-19,Meta,UA,203.84
2025-05-19,Meta,PL,202.46
2025-05-19,Meta,DE,336.01
2025-05-19,Meta,US,348.09
2025-05-19,Meta,UK,353.76
2025-05-19,Google,UA,162.28
2025-05-19,Google,PL,178.91
2025-05-19,Google,DE,238.77
2025-05-19,Google,US,273.37
2025-05-19,Google,UK,250.97
2025-05-19,TikTok,UA,188.87
2025-05-19,TikTok,PL,220.31
2025-05-19,TikTok,DE,298.35
2025-05-19,TikTok,US,317.83
2025-05-19,TikTok,UK,333.2
2025-05-19,Email,UA,23.94
2025-05-19,Email,PL,30.94
2025-05-19,Email,DE,37.92
2025-05-19,Email,US,53.4
2025-05-19,Email,UK,51.02
2025-05-20,Meta,UA,213.03
2025-05-20,Meta,PL,208.17
2025-05-20,Meta,DE,230.31
2025-05-20,Meta,US,323.3
2025-05-20,Meta,UK,309.62
2025-05-20,Google,UA,131.41
2025-05-20,Google,PL,156.7
2025-05-20,Google,DE,174.22
2025-05-20,Google,US,276.35
2025-05-20,Google,UK,268.63
2025-05-20,TikTok,UA,218.16
2025-05-20,TikTok,PL,227.94
2025-05-20,TikTok,DE,285.93
2025-05-20,TikTok,US,355.47
2025-05-20,TikTok,UK,361.95
2025-05-20,Email,UA,21.63
2025-05-20,Email,PL,35.92
2025-05-20,Email,DE,28.71
2025-05-20,Email,US,50.62
2025-05-20,Email,UK,49.41
2025-05-21,Meta,UA,188.12
2025-05-21,Meta,PL,379.96
2025-05-21,Meta,DE,304.59
2025-05-21,Meta,US,325.52
2025-05-21,Meta,UK,332.24
2025-05-21,Google,UA,101.69
2025-05-21,Google,PL,177.41
2025-05-21,Google,DE,189.37
2025-05-21,Google,US,353.74
2025-05-21,Google,UK,235.51
2025-05-21,TikTok,UA,191.92
2025-05-21,TikTok,PL,224.76
2025-05-21,TikTok,DE,421.19
2025-05-21,TikTok,US,396.4
2025-05-21,TikTok,UK,506.24
2025-05-21,Email,UA,29.18
2025-05-21,Email,PL,35.34
2025-05-21,Email,DE,42.32
2025-05-21,Email,US,57.97
2025-05-21,Email,UK,33.08
2025-05-22,Meta,UA,173.09
2025-05-22,Meta,PL,272.45
2025-05-22,Meta,DE,283.49
2025-05-22,Meta,US,302.84
2025-05-22,Meta,UK,334.83
2025-05-22,Google,UA,190.26
2025-05-22,Google,PL,225.29
2025-05-22,Google,DE,217.56
2025-05-22,Google,US,356.04
2025-05-22,Google,UK,243.4
2025-05-22,TikTok,UA,144.23
2025-05-22,TikTok,PL,213.37
2025-05-22,TikTok,DE,408.06
2025-05-22,TikTok,US,399.79
2025-05-22,TikTok,UK,348.4
2025-05-22,Email,UA,23.88
2025-05-22,Email,PL,45.65
2025-05-22,Email,DE,53.06
2025-05-22,Email,US,80.51
2025-05-22,Email,UK,45.48
2025-05-23,Meta,UA,191.95
2025-05-23,Meta,PL,178.1
2025-05-23,Meta,DE,373.1
2025-05-23,Meta,US,316.06
2025-05-23,Meta,UK,351.45
2025-05-23,Google,UA,114.91
2025-05-23,Google,PL,161.9
2025-05-23,Google,DE,189.22
2025-05-23,Google,US,268.91
2025-05-23,Google,UK,235.95
2025-05-23,TikTok,UA,177.58
2025-05-23,TikTok,PL,292.78
2025-05-23,TikTok,DE,252.45
2025-05-23,TikTok,US,437.01
2025-05-23,TikTok,UK,453.22
2025-05-23,Email,UA,22.98
2025-05-23,Email,PL,28.47
2025-05-23,Email,DE,37.99
2025-05-23,Email,US,66.78
2025-05-23,Email,UK,48.46
2025-05-24,Meta,UA,165.4
2025-05-24,Meta,PL,255.29
2025-05-24,Meta,DE,234.53
2025-05-24,Meta,US,440.89
2025-05-24,Meta,UK,363.8
2025-05-24,Google,UA,132.45
2025-05-24,Google,PL,154.78
2025-05-24,Google,DE,187.55
2025-05-24,Google,US,330.32
2025-05-24,Google,UK,324.37
2025-05-24,TikTok,UA,174.76
2025-05-24,TikTok,PL,273.67
2025-05-24,TikTok,DE,211.54
2025-05-24,TikTok,US,378.05
2025-05-24,TikTok,UK,361.97
2025-05-24,Email,UA,21.39
2025-05-24,Email,PL,27.37
2025-05-24,Email,DE,35.12
2025-05-24,Email,US,56.92
2025-05-24,Email,UK,45.25
2025-05-25,Meta,UA,121.65
2025-05-25,Meta,PL,159.75
2025-05-25,Meta,DE,256.4
2025-05-25,Meta,US,423.49
2025-05-25,Meta,UK,206.13
2025-05-25,Google,UA,127.96
2025-05-25,Google,PL,163.73
2025-05-25,Google,DE,282.46
2025-05-25,Google,US,279.91
2025-05-25,Google,UK,278.56
2025-05-25,TikTok,UA,201.05
2025-05-25,TikTok,PL,171.73
2025-05-25,TikTok,DE,353.67
2025-05-25,TikTok,US,436.6
2025-05-25,TikTok,UK,398.87
2025-05-25,Email,UA,51.09
2025-05-25,Email,PL,22.27
2025-05-25,Email,DE,54.02
2025-05-25,Email,US,51.28
2025-05-25,Email,UK,49.28
2025-05-26,Meta,UA,180.52
2025-05-26,Meta,PL,216.8
2025-05-26,Meta,DE,258.12
2025-05-26,Meta,US,413.83
2025-05-26,Meta,UK,257.23
2025-05-26,Google,UA,160.25
2025-05-26,Google,PL,167.01
2025-05-26,Google,DE,179.51
2025-05-26,Google,US,276.66
2025-05-26,Google,UK,326.02
2025-05-26,TikTok,UA,177.99
2025-05-26,TikTok,PL,268.8
2025-05-26,TikTok,DE,270.03
2025-05-26,TikTok,US,481.39
2025-05-26,TikTok,UK,411.8
